1,1,"2021-06-15","2021-06-30",2500.0,29500.0,1
2,1,"2021-06-15","2021-06-30",2500.0,29500.0,1
3,1,"2021-06-15","2021-06-30",2500.0,29500.0,1
4,2,"2021-06-15","2021-06-30",2500.0,29500.0,1
5,2,"2021-06-15","2021-06-30",2500.0,29500.0,1
6,2,"2021-06-15","2021-06-30",2500.0,29500.0,1
7,2,"2021-06-15","2021-06-30",2500.0,29500.0,1
8,3,"2021-06-15","2021-06-30",2500.0,29500.0,1
9,4,"2021-06-15","2021-06-30",2500.0,29500.0,1
10,4,"2021-06-15","2021-06-30",2500.0,29500.0,1
11,5,"2021-06-15","2021-06-30",2500.0,29500.0,1
12,5,"2021-06-15","2021-06-30",2500.0,29500.0,1
13,5,"2021-06-16","2021-06-30",2500.0,29500.0,1
14,5,"2021-06-16","2021-06-30",2500.0,29500.0,1
15,5,"2021-06-16","2021-06-30",2500.0,29500.0,1
16,5,"2021-06-16","2021-06-30",2500.0,29500.0,1
17,6,"2021-06-16","2021-06-30",2500.0,29500.0,1
18,6,"2021-06-16","2021-06-30",2500.0,29500.0,1
19,6,"2021-06-16","2021-06-30",2500.0,29500.0,1
20,7,"2021-06-16","2021-06-30",2500.0,29500.0,1
21,8,"2021-06-16","2021-06-30",2500.0,29500.0,1
22,8,"2021-06-16","2021-06-30",2500.0,29500.0,1
23,9,"2021-06-16","2021-06-30",2500.0,29500.0,1
24,9,"2021-06-17","2021-06-30",2500.0,29500.0,1
25,9,"2021-06-17","2021-06-30",2500.0,29500.0,1
26,10,"2021-06-17","2021-06-30",2500.0,57500.0,1
27,10,"2021-06-17","2021-06-30",2500.0,57500.0,1
28,11,"2021-06-17","2021-06-30",2500.0,57500.0,1
29,11,"2021-06-17","2021-06-30",2500.0,57500.0,1
30,11,"2021-06-17","2021-06-30",2500.0,57500.0,1
31,12,"2021-06-17","2021-06-30",2500.0,57500.0,1
32,12,"2021-06-17","2021-06-30",2500.0,57500.0,1
33,12,"2021-06-17","2021-06-30",2500.0,57500.0,1
34,12,"2021-06-17","2021-06-30",2500.0,57500.0,1
35,13,"2021-06-17","2021-06-30",2500.0,57500.0,1
36,13,"2021-06-18","2021-06-30",2500.0,57500.0,1
37,13,"2021-06-18","2021-06-30",2500.0,57500.0,1
38,14,"2021-06-18","2021-06-30",2500.0,57500.0,1
39,15,"2021-06-18","2021-06-30",2500.0,57500.0,1
40,16,"2021-06-18","2021-06-30",2500.0,57500.0,1
41,1,"2021-06-18","2021-06-30",2500.0,57500.0,1
42,1,"2021-06-18","2021-06-30",2500.0,57500.0,1
43,1,"2021-06-18","2021-06-30",2500.0,57500.0,1
44,2,"2021-06-18","2021-06-30",2500.0,57500.0,1
45,2,"2021-06-18","2021-06-30",2500.0,57500.0,1
46,2,"2021-06-18","2021-06-30",2500.0,57500.0,1
47,2,"2021-06-18","2021-06-30",2500.0,57500.0,1
48,3,"2021-06-18","2021-06-30",2500.0,57500.0,1
